,entrez_id,AveExpr,logFC,lfcSE,stat,P.Value,adj.P.Val,GeneLength,MGI.symbol,Human.EntrezID,HGNC.symbol
127,546511,1190.58160048077,5.96966709971736,0.258445661120306,23.0983452143872,4.81072223613549e-118,7.25206907171763e-116,528,NA,NA,NA
128,72104,970.459290559169,-4.72588307567281,0.205278494235498,-23.0218128463629,2.81908129361166e-117,4.216508700484e-115,657,2010106C02Rik,NA,NA
129,13034,9963.93504668696,6.60609651253912,0.287407489835723,22.9851230262477,6.566579989053e-117,9.74551735584648e-115,2120,Ctse,1510,CTSE
130,113864,2172.73221883077,-7.25008950246978,0.315786990017627,-22.9587973274804,1.20358264715886e-116,1.77250690614279e-114,912,Vmn1r14,NA,VN1R5
131,100306943,3623.88323061128,4.82312785434085,0.21008448579393,22.9580391722586,1.224755940306e-116,1.78992003642431e-114,275,Scarna13,NA,NA
132,226922,30093.2832724897,7.13052547843058,0.31083642480928,22.9398001949278,1.86283252423998e-116,2.70181277852836e-114,6980,Kcnq5,56479,KCNQ5
133,18746,1303.28186947309,5.16442107101385,0.225814549616393,22.8701874161209,9.20370555875744e-116,1.32484919490535e-113,2599,Pkm,5315,PKM
134,14944,1701.33321631079,-5.88471363812532,0.257341091328334,-22.8673687818367,9.81770794875667e-116,1.4026867065593e-113,910,Gzmg,2999,GZMH
135,11630,956.03337184662,-4.52012537081697,0.198047928088375,-22.8233913600952,2.68639784805365e-115,3.80971013340646e-113,7416,Crybg1,202,CRYBG1
136,402773,1373.57944960417,-7.50299310214807,0.328894824601325,-22.8127429832407,3.42685000493116e-115,4.82404730473582e-113,6216,D030018L15Rik,NA,NA
137,26445,991.007207488557,7.0003636421861,0.30695518941244,22.8058162352163,4.01460166421605e-115,5.61018604827856e-113,847,Psmb2,5690,PSMB2
138,76740,145026.305580576,7.96806538487878,0.349523012577301,22.7969692928775,4.91379845721977e-115,6.8170051785125e-113,5210,Efr3a,23167,EFR3A
139,11690,798.285904497374,-4.95017178851575,0.21728814218719,-22.7816011434774,6.97929693126472e-115,9.61285178050813e-113,854,Alox5ap,241,ALOX5AP
